,biz,grade,inspections_in_2012,inspections_in_2013,phone_num,violations_in_2012,violations_in_2013,violations_per_inspection
9853,CAFE CENTRO,C,3,1,2128181222,11,2,2
9854,LADY M BRYANT PARK,A,0,1,7189378877,0,2,2
9856,EL GRAN SABOR RESTAURANT,B,5,2,7185655755,15,7,3
9857,FRESH EXPRESS,C,0,4,6465904565,0,14,3
9858,LIT LOUNGE NYC,P,3,4,2127777987,11,12,3
9860,SUBSATIONAL,B,2,3,7189984664,7,8,2
9861,DUNKIN' DONUTS,A,1,1,7185920940,2,3,3
9862,ESPRESSO PIZZERIA,A,1,1,7188338750,2,1,1
9863,MILLEFEUILLE BAKERY CAFE,A,1,3,2125334698,4,4,1
9864,BOULUD SUD,A,1,1,2125951313,2,3,3
9865,RESERVE,B,1,2,2126797772,2,6,3
9866,CHECKERS,C,1,3,3472719238,1,9,3
9867,JOANNE TRATTORIA,C,5,2,2127210068,15,11,5
9868,CAFE BELLA VITA,B,2,1,7186675656,6,4,4
9869,MAPI,B,2,2,2129291041,3,3,1
9870,KING'S WOK,C,3,2,7182763838,11,3,1
9871,LOEWS THEATRES,A,3,3,7186310382,9,11,3
9872,PLANET WINGS,B,3,4,7183577777,5,10,2
9873,HOT CHIX,B,4,2,7184511122,11,6,3
9874,GRAND CANYON,C,4,5,7187971402,13,15,3
9875,UNITED FRIED CHICKEN,B,2,3,6314553298,9,9,3
9876,RED APPLE,C,5,4,7188538811,24,11,2
9877,PARADISE BIRYANI POINTE,P,2,7,7182477256,10,22,3
9878,QDOBA MEXICAN GRILL,A,1,2,7184549400,2,7,3
9879,NIOS RESTAURANT,C,8,4,2124852999,42,30,7
9880,LAST STOP RESTAURANT,B,3,2,7189329419,11,6,3
9881,CASA NONNA,A,1,1,2124656269,1,1,1
9882,SODEXO AMERICA,A,4,1,2122172330,13,2,2
9883,MCDONALDS RESTAURANT,A,0,0,7189649600,0,0,0
9884,GRAND MORELOS DINER & BAKERY,C,3,2,7182189441,9,7,3
9885,OUYANG RESTAURANT,B,0,3,7188518086,0,13,4
9886,MARISCO CENTRO SEAFOOD RESTAURANT  & BAR,C,3,4,7186658686,5,15,3
9887,SOUTH SHORE SWIMMING CLUB,B,1,2,7182274285,3,7,3
9888,LEXINGTON BAR AND BOOKS,B,2,7,2127173902,6,13,1
9889,AU ZA'ATAR,B,5,7,2122545660,15,23,3
9890,FUJI HANA RESTAURANT,B,4,2,6463610119,12,5,2
9891,TWO SCOOPS RESTAURANT,A,2,3,7184930808,5,7,2
9894,CONRAD NEW YORK,A,3,1,2129450100,4,2,2
9895,BELLA DONNA PIZZERIA,B,3,2,7184971744,8,5,2
9896,C & C CATERING,A,1,2,7182322800,1,5,2
9897,CORNER GRIND,A,0,0,7186365600,0,0,0
9898,FLATBUSH LATIN GRILL,B,2,3,7184622022,7,6,2
9899,EL RINCON DEL SABOR,B,1,3,2128400101,2,8,2
9900,EL BRONKITO PIZZARIA RESTAURANT,A,1,2,7182733023,3,4,2
9902,CLUB HEDON,A,0,1,3477320400,0,2,2
9903,BELLO GIARDINO,C,1,4,2128751512,2,17,4
9904,FAMOUS ORIGINAL RAY'S PIZZA,B,4,1,2122431129,11,3,3
9905,BANC CAFE,B,3,3,2122520146,9,7,2
9906,A LOVE FOR CAKES,A,0,2,3475176529,0,2,1
9908,PATTY WORLD,B,2,2,7186586838,10,7,3
9909,PETER PAN,B,4,1,7183893676,13,2,2
9910,Q-CITY PIZZA,B,3,1,7182055478,10,1,1
9911,YAMA JAPANESE RESTAURANT',C,3,4,2124750969,11,20,5
9912,MANNA ONE BAKERY,B,1,2,2126087551,4,3,1
9913,TAR PIT,A,3,2,6464699494,7,4,2
9916,FIG & OLIVE MIDTOWN,B,1,1,6465533781,2,2,2
9917,SPOLINI'S,B,2,4,7188055852,5,16,4
9918,CITY CRAB,P,4,3,2125293800,30,12,4
9919,DON NICO'S,A,1,1,9179153793,1,2,2
9920,POTBELLY SANDWICH SHOP,A,1,3,6462894211,3,8,2
9921,VIP BAR & GRILL,P,1,7,7182212801,4,18,2
9922,PROSPECT,A,1,1,3475991087,1,2,2
9923,DOMAINE WINE BAR,A,2,1,7187842350,4,2,2
9925,JALLOH FAMILY RESTAURANT,C,4,4,7182925015,14,15,3
9926,HOUSE PIZZA,A,1,2,7187333336,2,4,2
9928,PLAN DE AYALA DELI-GROCERY,P,6,3,3477028867,17,12,4
9929,DOLLY'S ITALIAN ICES,A,0,2,3475821075,0,3,1
9930,OLIENG THAI RESTAURANT,A,0,2,7186381655,0,7,3
9932,DELICIOUS CHINESE,A,0,1,7186491625,0,3,3
9933,SIMON'S BBQ II,A,0,0,7184310788,0,0,0
9934,MADISON'S PIZZERIA,B,0,4,7188318555,0,14,3
9935,VITAL BLENDS,A,1,1,3473508846,2,3,3
9936,new sheng chinese kitchen,A,0,1,7186177111,0,3,3
9937,ROSE CASTLE,A,2,1,7187975500,8,1,1
9938,RELISH CONCESSIONS (LASKER RINK),A,0,2,9174923856,0,9,4
9939,ELITE CAFE,C,0,4,7185440307,0,9,2
9940,KUNG FU TEA,B,2,1,7183732695,6,3,3
9941,GOLD DRAGON,A,1,1,7188609888,2,1,1
9942,CAFE ZONA SUR,A,1,4,7187881606,1,9,2
9943,CHOP'T,A,1,3,6465710601,1,6,2
9944,SEA FOOD KINGZ,A,0,1,7185853300,0,3,3
9945,MAOZ VEGETARIAN,B,1,4,2124205999,3,13,3
9946,HAPPY GARDEN RESTAURANT,B,3,2,7183855645,8,9,4
9947,NEW DELICIOUS WOK,A,3,1,7183668882,7,2,2
9948,BRISAS DEL MAR RESTAURANT,C,2,3,7184740770,6,5,1
9949,SOPHIE'S CUBAN CUISINE,C,1,5,2126089900,2,16,3
9950,GREAT DRAGON PALACE,C,4,3,7187121300,9,12,4
9951,JERUSALEM PIZZA,B,1,2,7186454753,4,9,4
9952,Yummy Sushi House,A,0,2,7183218133,0,4,2
9953,PITKIN CARIBBEAN BAKERY,B,1,2,7183460497,4,5,2
9954,GMT TAVERN,B,2,3,9172160496,4,17,5
9955,ERO'S CAFE BAR,B,0,2,7182072430,0,6,3
9956,VYNL,C,4,3,2129742003,8,9,3
9957,METROPOLITAN MUSEUM BALCONY LOUNGE,A,0,1,2125703986,0,1,1
9958,WHISKEY PARK,C,4,2,2123079222,11,5,2
9959,JOE,A,1,1,2129247400,1,3,3
9960,YOGURTBERRY,A,2,1,7187864210,5,1,1
9961,NARUTO RAMEN,A,1,1,7188321111,3,3,3
9962,JAKE'S STEAKHOUSE,A,2,3,7185810182,7,9,3
9963,BARCLAYS,A,1,1,2124123940,2,1,1
9964,PANGEA RESTAURANT,B,2,3,2129950900,7,11,3
9965,ISLAND SALAD,B,1,3,2128603000,3,10,3
9966,ARCHBISHOP MOLLOY HIGH SCHOOL,A,0,0,7189433174,0,0,0
9967,MILANES SPANISH RESTAURANT,B,5,3,2122439797,19,9,3
9968,PAPA JOHN'S DELI,B,2,1,7188851263,5,2,2
9969,PUMPERNICKEL BAGEL,B,1,4,7183619422,2,9,2
9970,PIZZA HUT,A,1,1,7187760606,3,3,3
9971,A CASA FOX,B,2,1,2122531900,2,2,2
9972,TEN DEGREES,P,5,4,2123588600,17,16,4
9973,LITTLE CAESARS,A,0,1,7182052350,0,1,1
9974,ENNJU,B,5,3,6463367004,20,12,4
9975,SUNWAY RESTAURANT,C,0,4,7189393330,0,25,6
9976,THE LEXINGTON SOCIAL,A,0,1,6464100099,0,3,3
9977,729 BAR & GRILL,A,0,2,7184644445,0,4,2
9978,DUNKIN' DONUTS,A,1,1,7187123577,1,1,1
9979,MIKE'S PUB,B,2,1,7182969682,6,4,4
9980,VITO'S PIZZERIA,A,0,2,3476913606,0,6,3
9981,DRESNERS,B,2,4,2129885153,5,18,4
9982,MI BELLA DAMA RESTAURANT,C,4,6,7186284253,15,18,3
9983,ZOE CAFE,A,0,4,2126626300,0,9,2
9984,GLOBE COFFEE SHOP & RESTAURANT,P,6,4,7182040331,18,12,3
9985,CITY WINERY,A,2,2,2126080555,3,7,3
9986,RONG HUA CHINESE RESTAURANT,B,4,3,7184414031,15,9,3
9988,HEALTHY KEEPERS,A,1,1,7182735199,1,3,3
9989,HEARTLAND BAGELS 11,B,3,4,7189668494,9,12,3
9990,LUNA PIENA,A,5,5,2123088882,18,18,3
9991,UNITED CYPRIANS OF AMERICA,A,1,1,7182789677,3,3,3
9992,OTTOMANELLI CAFE,A,0,2,2127720080,0,6,3
9993,MARIA ELENA RESTAURANT CORP,A,1,2,7185361837,3,8,4
9994,OASIS RESTAURANT & SPORTS BAR,C,3,1,7184050420,13,2,2
9995,NOCHES DE COPAS RESTAURANT,A,2,0,6462676555,3,0,0
9996,FARO DEL PACIFICO PUPUSERIA AND RESTAURANT,P,5,3,7188270014,20,11,3
9997,STEP ON TOP TAKE OUT RESTAURANT,B,4,1,3477874043,9,3,3
9998,MCDONALDS (#11542),A,0,1,7183380865,0,3,3
9999,SCREME GELATO BAR,B,2,1,5163558236,5,2,2
10000,EL NUEVO BOHIO RESTAURANT,A,0,2,7182943905,0,7,3
10001,GOODY'S SPANISH FOOD,A,0,3,7189814650,0,7,2
10002,JACKIES 5TH AMENDMENT,C,3,1,7187889123,3,1,1
10003,THE OLD GALLERY,B,2,4,7184381509,5,17,4
10004,ESTILO DE NUTRICION,A,1,1,6463058674,1,1,1
10005,ICE HOUSE CAFE,B,3,2,7188635580,11,7,3
10006,CAFEONE,C,4,1,2126900060,22,3,3
10007,THE THREE MONKEYS,A,1,4,2125862080,3,9,2
10008,SALVI RESTAURANT,A,1,1,7182523030,2,3,3
10009,MUSSELS & MORE,C,2,4,7186803390,10,10,2
10010,FULTON GRAND,P,4,4,7183992240,13,19,4
10011,DONGURI,B,1,1,2127375656,2,2,2
10012,MIKES HINSCH,A,0,3,3474974357,0,12,4
10013,MORRIS PARK BAKE SHOP,B,2,5,7188924968,7,13,2
10014,STARBUCKS COFFEE,A,1,5,2126086481,1,9,1
10015,PEDRO'S DUMBO II,A,0,4,3472944287,0,14,3
10016,PIZZA & PASTA CITY,B,0,3,7188966667,0,6,2
10017,L'AMOUR,B,1,3,7184598800,3,12,4
10018,HENRY PUBLIC,B,3,4,7188528630,8,8,2
10019,CARIBBEAN & AMERICAN ENTERTAINMENT BAR  LOUNGE & RESTAURANT,B,1,4,7182828342,2,10,2
10020,MILK TRUCK,A,0,1,6462333838,0,2,2
10021,EAST TOWN,C,5,5,7186285880,28,20,4
10022,SUM HING CHINESE RESTAURANT,C,2,1,2129265000,10,4,4
10023,BIZARRE,B,0,1,3479152717,0,9,9
10024,TARRAZA 7,B,0,2,7188039602,0,14,7
10025,THE DEAD RABBIT,A,0,2,6464227906,0,2,1
10026,BORICUA FLAVOR,A,0,3,9176881950,0,4,1
10027,JAMBA JUICE,C,1,2,2122198162,1,6,3
10028,CHECKERS,B,3,1,7183204764,9,3,3
10029,ESSEN,A,0,4,2122136969,0,13,3
10030,BURGER HEAVEN,B,3,1,2128383580,6,2,2
10031,PHO SENG,B,0,2,2122541271,0,6,3
10032,WENDY'S,B,4,3,7184096174,14,5,1
10033,THE COBRA CLUB,A,4,1,9177191138,12,2,2
10034,SANTO DOMINGO BAKERY,B,0,3,2125052029,0,12,4
10035,HALLAL SANDWICH SHOP,B,0,4,7187269262,0,11,2
10036,THE BROOKLYN TABERNACLE,A,1,1,7182902000,2,2,2
10037,JACKS ALE HOUSE,A,0,5,7187849090,0,12,2
10038,IDOL 162,C,4,5,7183210085,10,15,3
10039,ANDANADA,B,4,3,6466928762,14,10,3
10040,BAGELSMITH,C,8,8,3472940046,30,32,4
10041,DUNKIN' DONUTS,A,1,1,7187980380,4,2,2
10042,CARLOS PIZZA,B,2,3,7188947915,5,9,3
10044,CROWN FRIED CHICKEN,A,1,2,7186496444,2,5,2
10045,SUNNYSIDE PIZZA,A,1,4,7184334040,2,12,3
10047,BURGER KING,B,2,3,3477089039,8,8,2
10048,DUNKIN DONUTS,A,0,1,7188353682,0,2,2
10049,ARMANDO'S RESTAURANT,B,3,2,7186247167,8,6,3
10050,AJISAI,A,0,6,2123550888,0,14,2
10051,IL POSTINO,C,2,1,2126880033,4,3,3
10053,LUCIEN RESTAURAUNT,B,3,4,2122606481,9,16,4
10054,PRB 24-7,C,3,2,7185226100,7,19,9
10055,BUMBLE & BUMBLE CAFE,A,1,1,2125216562,2,2,2
10056,DOUBLE DRAGON RESTAURANT,B,2,4,7184102838,7,11,2
10057,NEW YORK METS HOME CLUBHOUSE,A,1,1,__________,1,1,1
10058,FUSHA,P,2,6,2127528883,11,30,5
10059,BAYOU,A,1,3,7182734383,2,9,3
10060,CHICANE,A,0,0,2122265999,0,0,0
10061,EMERALD INN,A,0,1,2128748840,0,2,2
10062,COURT PASTRY SHOP,A,0,1,7188754820,0,3,3
10063,SUBWAY SANDWICHES/PAPA JOHN'S PIZZA,A,3,3,2127797900,7,4,1
10064,BLACK SWAN,C,1,3,7187834744,1,13,4
10065,HENG CHANG,A,0,2,7182095800,0,5,2
10066,JO JUICE BAR,C,2,3,7185522524,6,13,4
10067,ISTANBUL GRILL,B,3,2,2124638626,9,7,3
10068,VEYTA'S BAKERY CAFE,C,5,6,7188980058,30,28,4
10069,DEJAVU RESTAURANT,B,0,2,7183330037,0,5,2
10070,BAO LAI'S,A,2,1,7182369102,4,2,2
10071,CASA,A,1,2,2123669410,2,8,4
10073,CRIF DOGS,B,2,3,2126142728,7,12,4
10074,EL BACILON RESTAURANT,C,4,4,7184292465,10,13,3
10075,COPPOLA'S,C,4,3,2126790070,17,9,3
10076,THE HELEN HAYES THEATRE,B,1,1,2123023297,1,1,1
10077,ABSOLUTE BAGELS,P,2,7,2129322105,11,27,3
10078,LIBERTY EVENTS LCC,A,0,1,3479873121,0,2,2
10079,LA FONDA RESTAURANT AND TAPAS BAR,A,3,4,2124107292,5,12,3
10080,NEW WING'S KITCHEN,B,1,4,7184866836,2,12,3
10081,ANDY'S CAFETERIA,C,1,1,7186138064,2,1,1
10082,ZABB ELEE,C,4,4,7184267992,14,15,3
10083,THE LIVING ROOM STEAK HOUSE,P,10,9,7182662819,17,14,1
10084,M & K SPANISH RESTAURANT,B,2,1,7189817182,8,2,2
10085,TOYKO BAY JAPANESE RESTAURANT,C,4,4,2124318666,11,10,2
10086,ROCKAWAY ROTI SHOP,C,4,6,7186598844,13,28,4
10087,LITTLE CAESARS,A,2,3,9178154830,4,5,1
10088,STARBUCKS COFFEE,A,1,0,6464860487,1,0,0
10089,CIRCO PASTRY SHOP,P,1,6,7183817199,1,23,3
10090,ROEBLING INN,C,1,4,7184880040,2,12,3
10091,BUDDY'S WONDER BAR,C,1,4,7184429768,3,15,3
10092,NHA TRANG PALACE,B,5,2,7184928916,15,6,3
10093,NORDIC DELICACIES,A,1,1,7187481874,3,2,2
10094,NEW CHINA HOUSE TAKE OUT,A,1,3,7187408800,3,7,2
10095,NORWOOD,B,1,4,2122559300,2,15,3
10096,CATSKILL BAGEL CO.,C,0,6,7182825049,0,21,3
10097,NATHAN'S,A,2,2,7187147207,7,5,2
10098,ROOGLA,A,0,1,7184887041,0,4,4
10099,FAY DA BAKERY,B,3,5,7188864568,15,17,3
10100,HOT BIALYS & BAGELS,C,2,5,7185440900,8,15,3
10102,ROOM 54 BAR,A,0,2,7182791719,0,6,3
10103,CHEEBURGER CHEEBURGER,A,0,4,7189846565,0,11,2
10104,KESTE PIZZA & VINO,B,1,3,2122431500,2,10,3
10105,CRISP,A,3,3,7187584785,5,6,2
10107,KAIETEUR EXPRESS RESTAURANT,C,4,1,7183238748,18,3,3
10108,HEALTHY EATERS JAMAICAN RESTAURANT,B,1,1,7189497446,3,2,2
10109,EXECUTIVE DINING ROOM,A,2,0,2128368514,5,0,0
10110,NEW FIVE STAR RESTAURANT,A,1,2,7183783138,5,5,2
10111,YUCA BAR & RESTAURANT,C,4,5,2129829533,16,17,3
10112,NATURAL RESTAURANT,A,1,1,7187730555,3,2,2
10113,KAT'S ISLAND CUISINE,A,1,4,7188484209,3,12,3
10114,PICCOLI,B,4,1,7187880006,9,3,3
10115,EMPIRE RESTAURANT,P,0,5,7187698617,0,16,3
10117,PALACIO AZTECA,B,3,2,2122497313,10,4,2
10118,THE SPOT CAFE,B,2,5,2129242654,7,22,4
10119,VOSGES HAUT-CHOCOLAT,A,1,2,2126252929,3,6,3
10120,J AND D PIZZA,B,4,2,7182754347,15,3,1
10121,MAKANA,C,1,4,2129963534,2,21,5
10122,RICO CHIMI BROOKLYN,A,4,1,3477157272,16,2,2
10123,BROOKLYN BEET COMPANY,A,0,2,3474920020,0,8,4
10124,FINNERTY'S,A,4,2,2126772655,9,3,1
10125,NEW YORK SPA & SAUNA CAFE,A,0,2,7184630001,0,8,4
10126,GOLDEN PIZZA,P,1,2,7184432858,2,10,5
10127,CAFE NUNEZ,C,9,4,2125647444,23,14,3
10128,LIBERTY PIZZA,P,4,4,7187890600,19,8,2
10129,peking fast food inc,A,0,1,7183490968,0,2,2
10130,BURGER KING,A,1,3,2127779522,1,4,1
10131,SWEETS BOUTIQUE  BAKERY & CAFE,P,3,4,7188868618,13,14,3
10132,DAVID BURKE TOWNHOUSE,B,1,4,2128132121,2,13,3
10133,UNION HALL,B,3,3,7184422133,10,10,3
10134,TONY'S PIZZERIA & RESTAURANT,C,4,4,7187791707,23,24,6
10135,Toast,B,4,3,2126637010,13,9,3
10136,MAOZ VEGETARIAN,B,3,3,2122652315,9,8,2
10137,CHINA TASTE,C,4,1,7189875269,20,3,3
10138,LE BILBOQUET,A,0,1,2127513036,0,1,1
10139,SOCIETE GENERAL,A,0,1,2122787999,0,4,4
10140,PEQUENA,C,3,4,7182305170,5,6,1
10141,YOO'S EVERGREEN SALAD BAR AND SANDWICHES,P,4,4,7184983122,18,12,3
10142,PICCOLO'S PIZZA,A,2,1,3475875777,5,1,1
10143,U LIKE CHINESE RESTAURANT,C,1,4,7182439096,5,21,5
10144,"JUST DESSERTS, CORP",A,0,1,6462666381,0,3,3
10145,PIZZA PALACE CAFE,B,1,3,7189977492,2,8,2
10146,THE ORIGINAL CALIFORNIA TAQUERIA,C,4,1,7186247498,13,3,3
10147,BEST DELI,B,0,4,7189952301,0,8,2
10148,HOTEL PIERRE-BANQUET KITCHEN,A,1,1,2128388000,3,3,3
10149,GOLDEN KRUST,A,0,0,7183411044,0,0,0
10150,MAIDEN LANE,A,0,2,6467558911,0,2,1
10151,JUSTINO'S PIZZERIA,A,0,1,2127979292,0,2,2
10152,RICKY'S CAFE,B,6,2,7184781360,19,5,2
10153,IL FORNO/IRON BAR,A,0,2,2122471978,0,8,4
10154,KENNEDY FRIED CHICKEN,C,1,1,7187357702,1,2,2
10155,LEFT FIELD REST ACELA 340,A,1,1,7185958100,1,2,2
10156,318 - TWO BOOTS,A,1,1,7185958100,1,2,2
10157,SUBWAY,A,2,1,2127910821,7,4,4
10158,BELLI OSTERIA,P,0,3,3477991230,0,10,3
10159,UNCLE VANYA,C,6,3,2122620542,18,9,3
10160,GORDON BENNETT,B,2,4,7185999109,4,15,3
10161,NO 1 LUCK SUNG RESTAURANT,C,4,4,7189334420,16,6,1
10163,CHICKEN FESTIVAL,B,4,1,7185058585,15,1,1
10164,BCD TOFU HOUSE,P,0,3,2129671900,0,12,4
10165,SUBWAY,A,1,1,2129881414,1,2,2
10167,DEATH & CO,C,2,4,2123880882,9,15,3
10168,LA FE BAKERY & COFFEE SHOP,B,3,1,7184766762,11,3,3
10169,BEN ASH DELICATESSEN,C,4,4,2122651818,11,27,6
10170,TASTEE CURRITOS,B,2,3,9172620678,4,5,1
10171,NEW CHINA STAR,P,3,3,7184889300,13,13,4
10172,18 CHINESE CUISINE,C,7,6,7186336366,23,35,5
10173,THE GARAGE,A,3,2,7182317123,7,7,3
10174,FRATELLI RESTAURANT,A,1,3,7185472489,4,10,3
10176,THE PANTRY,A,4,2,7188120987,11,4,2
10177,BLUE NOTE JAZZ,C,1,2,2124758592,2,4,2
10178,CANDLE BAR,C,4,5,2127990062,10,10,2
10179,GOOD CO,A,3,2,7182187191,11,8,4
10181,PETER PIZZA,A,0,2,7182660033,0,9,4
10183,SUBWAY,P,2,3,7187935666,4,7,2
10184,NO. 1 HUNAN CHINESE RESTAURANT,B,3,4,7184463333,10,10,2
10185,YASHA RAMAN,B,0,2,9173192100,0,3,1
10186,BLIMPIE,A,1,1,2127221572,3,2,2
10187,OLMSTED CAFETERIA,P,5,4,7187601139,15,6,1
10188,LENNY'S,B,6,1,2122880852,11,2,2
10189,TRIBECA TAVERN,C,2,3,2129417671,11,7,2
10190,EL VAQUERO BARRAS,C,4,2,7183295650,14,4,2
10191,HEARST CORPORATION EDR,A,1,1,2126492542,1,1,1
10192,SPICE,C,1,2,2129823758,1,9,4
10193,HALE&HEARTY SOUPS,A,0,2,6466928262,0,3,1
10194,MMM...THAT'S A WRAP,P,3,6,7183229727,11,24,4
10195,FISHERMANS DAWTA,B,3,0,3476529511,9,0,0
10196,TKO CHICKEN,B,0,1,7186272737,0,4,4
10197,XOCHIMILCO FAMILY REST,B,2,2,7184025400,6,6,3
10198,NEW XIANG XING HOUSE,A,0,0,7185277777,0,0,0
10199,WICHCRAFT ICE CREAM,A,1,1,2127800577,3,1,1
10200,MARTHAS COUNTRY BAKERY,P,1,4,7185459737,2,5,1
10201,FU LONG FOOD PRODUCTS,C,2,1,7185399215,12,2,2
10202,PLANET WINGS,B,2,3,7184017777,4,4,1
10203,BURGER KING,A,1,1,7187086651,3,3,3
10204,HAPPY FAMILY RESTAURANT,C,1,2,7183586667,3,9,4
10205,DUNKIN' DONUTS,A,2,1,7185444040,6,2,2
10206,WILD EDIBLES,C,4,3,2122138552,12,13,4
10207,SINGAS PIZZA,B,3,2,7183615503,10,4,2
10208,JEN'S ROTI # 3 INC.,A,0,1,3475614599,0,1,1
10209,5 AVENUE ASIAN TASTE,P,4,3,7187885878,23,7,2
10210,BURRITO LOCO,A,5,3,2126751977,9,10,3
10211,CHINA DELIGHT,A,1,3,7188717888,2,6,2
10212,HIMALAYAN YAK RESTAURANT,C,1,5,7187791119,3,22,4
10213,DRAGON SEA,A,4,1,7185849499,16,1,1
10214,CAFE ANGELIQUE EXPRESS,A,1,3,2123432433,4,9,3
10215,CHEESY PIZZA,C,2,4,2126625223,7,9,2
10216,VIVI BUBBLE TEA,A,1,2,2123236969,3,2,1
10217,LITTLE SAIGON CUISINE,B,4,2,7186318000,17,6,3
10218,MEXICAN FESTIVAL,A,0,1,2015220482,0,1,1
10219,QUALITY MEATS,B,1,2,2123717777,3,9,4
10220,CHRIST COFFEE SHOP & DELI,B,1,4,2127955199,2,13,3
10221,GOLDEN CORNER NOODLES,P,2,4,9177751778,5,14,3
10222,SOUTHEAST BAKERY INC.,A,0,2,7186801188,0,4,2
10223,SILVER MOON BAKERY,B,1,1,2128664717,3,3,3
10224,RAX'S PIZZA,B,4,3,7184352288,14,9,3
10225,CAFFE LA NOTTE,A,1,3,7183333411,2,8,2
10226,MANDARIN ORIENTAL HOTEL/CAFE MONYC,A,4,3,2128058548,11,10,3
10227,TAKESUSHI,C,3,3,7187298253,22,17,5
10228,ASIAN YUMMY HOUSE,B,1,1,7185998889,2,1,1
10229,LIMA LIMON PERUVIAN CUISINE,B,1,0,7186515002,2,0,0
10230,HARLOW,A,0,1,2129356600,0,2,2
10231,SUBWAY,A,1,1,2127376500,1,1,1
10232,LA MEDITERRANEE RESTAURANT,A,1,4,2127554155,3,16,4
10233,NEW MOON STAR RESTAURANT,B,1,4,7184618826,2,16,4
10234,BIERHAUS,A,1,1,2128672337,3,1,1
10235,NHA TRANG RESTAURANT,B,2,1,2122335948,5,4,4
10236,IL POMODORO,A,0,2,7182276300,0,6,3
10238,FRESCO TORTILLA'S/CHINA HOUSE,A,3,1,7188053636,10,1,1
10239,TWIN PONDS BAKERY/UPPER DECK LOUNGE,P,5,2,7187121106,22,6,3
10240,NEW CRISPY BAMBOO,A,1,2,2126945396,3,5,2
10241,SUBWAY,B,2,2,7184992207,3,4,2
10242,MOMENTOS PIZZA,P,7,4,7187792026,17,16,4
10243,ESPANA ROYAL,P,1,3,7189804444,3,12,4
10244,SEVEN ONE OCHO,B,0,5,7184244105,0,16,3
10245,BARBOSSA,B,1,1,2126252340,1,2,2
10246,YOGURT CITY,B,2,5,6464612744,5,17,3
10247,TUTT HEIGHTS CAFE,A,1,1,7187227777,2,3,3
10248,NY DOUBLE CHINESE RESTAURANT,A,1,4,7187601021,2,14,3
10249,CHINA WANG,B,2,4,7189921118,5,13,3
10250,SARABETH'S/LORD AND TAYLOR 6th FLOOR,A,1,1,2123913015,1,3,3
10251,DUNKIN DONUTS,A,0,0,9176207468,0,0,0
10253,BT BAR & GRILL,B,2,1,7182855759,7,2,2
10254,CAFE MANHATTAN,B,4,3,2129211515,10,7,2
10255,MARY'S FISH CAMP,B,2,2,6464862185,5,7,3
10256,LAS MAGARITAS,P,5,2,7187771707,12,10,5
10257,POP COFFEE DINER,P,1,4,7184637719,2,13,3
10258,BOBBY VAN'S GRILL,B,4,3,2129575050,10,10,3
10260,Cafe Edison,C,4,1,2123540368,16,1,1
10261,LALI'S RESTAURANT,P,5,2,2126641507,24,9,4
10262,JEWISH THEOLOGICAL SEMINARY,C,1,4,2126788822,1,22,5
10263,EAST RIVER COFFEE SHOP,B,4,1,7187865835,11,3,3
10264,GOLDBAR,A,0,1,2122741568,0,3,3
10265,SOUTH SHORE LITTLE LEAGUE CONCESION STAND,A,1,1,7188015465,1,4,4
10266,THE SQUARE,A,1,1,7189794700,1,2,2
10267,SUBWAY,B,2,2,2125344676,3,6,3
10268,FANELLI CAFE,A,2,1,2122269412,4,2,2
10269,DUNKIN DONUTS,B,0,5,3472304213,0,10,2
10270,CRUDO CUCINA & VINERIA,C,2,7,6465590640,9,24,3
10271,XIN YA RESTAURANT,C,1,4,7183282580,2,18,4
10272,PICHOLINE,B,4,2,2127248585,13,4,2
10273,LEGENDS 000,A,1,1,0000000000,1,2,2
10274,NANOOSH,A,1,1,2123870744,3,3,3
10277,PAPA JOHN'S PIZZA,B,4,5,7189817272,8,12,2
10278,JOHNNY'S PIZZA,B,4,2,7184929735,15,8,4
10279,THE CLUBHOUSE,C,1,1,7188218338,2,2,2
10280,SEAFRUITS,A,0,3,6462216052,0,7,2
10281,ATOMIC WINGS,A,0,1,2127609090,0,2,2
10282,OREN'S DAILY ROAST,A,0,2,2123485400,0,4,2
10283,PETE'S BROOKLYN EATS,A,0,1,7184925222,0,1,1
10284,MCDONALD'S RESTAURANT,A,0,1,7189791524,0,3,3
10285,SNACK BAR (LOCATED BETWEEN A-B BETWEEN FANCY FOOD AND MASTERS),B,1,1,7185422903,1,2,2
10286,BROOKLYN COMMUNE,B,1,2,7186861044,4,7,3
10287,OH SHO ASIAN BISTRO,B,0,4,7187146200,0,12,3
10288,SUSHI X 9,C,4,4,7187289600,32,14,3
10289,DARKHORSE,P,3,2,2126083900,11,9,4
10290,PLANET WINGS,A,2,3,7189971111,5,9,3
10291,BEYGL,P,0,1,7187881741,0,3,3
10292,"KENTUCKY FRIED CHICKEN, TIM HORTONS",A,1,1,2127678347,2,1,1
10293,GLENDALE BAKESHOP & CAFE,P,1,1,7184572006,2,3,3
10294,TROPICAL ROTISSERIE CHICKEN,C,0,6,9178916868,0,28,4
10295,FAMOUS CUISINE,B,4,1,7188538083,17,3,3
10296,BURGER KING,B,2,2,7188458710,6,3,1
10297,THE BULL PEN,C,5,2,2128282623,21,12,6
10298,BENVENUTI PIZZERIA & TRATTORIA,C,0,1,7189676560,0,3,3
10299,SUBWAY,A,1,1,2122225633,3,4,4
10300,BOSTON JERK-CITY RESTAURANT,C,1,1,7186293002,3,2,2
